11900533|45|C011|20.29|99.21|1|636.0|0|924.15|88.4|7502.115|0|217|2994.79107|0|1494.502|0|0|999.7107|0|0|328.4143|704.5718|0|2089.12|50.63657|0|0|0|0|0|0|221.3542|0|0|0|396.412|50.63657|0|0|659.7222|0.372|0.016|0.012|1634|115.29
11900537|45|C011|14.1|106.56|1|690.0|0|1129.79|89.7|7501.613|0|117|4347.51127|0|2003.7615|0|0|2324.943|0|0|305.2662|2445.023|0|3897.57|50.63657|0|0|0|0|0|0|218.4607|0|0|0|397.8588|46.2963|0|0|622.1064|0.014|0.363|0.014|1631|115.75
11900364|45|C011|16.29|105.05|1|610.0|0|793.06|83.67|7498.216|101.2731|110|3206.0178|0|1503.183|0|109.9537|0|0|0|329.8611|1061.921|0|4298.322|0|0|0|0|0|0|0|0|0|0|0|400.7523|52.08333|0|0|640.9144|0.353|0.016|0.015|1647|114.9
11900452|45|C011|22.39|96.84|1|490.0|0|1613.17|126.09|7499.469|0|0|5707.4655|0|1498.843|0|203.993|0|0|0|329.8611|795.7176|0|2398.727|0|0|0|0|0|0|0|0|0|0|0|0|98.37963|20|0|548.3217|0.011|0.32|0.322|1644|109.91
11900456|45|C011|21.62|99.16|2|510.0|0|1898.06|91.57|7501.864|0|0|3760.127|0|1497.396|0|199.6528|500.5787|0|0|381.9444|703.125|0|4845.197|49.18982|0|0|0|0|0|0|0|0|0|0|0|101.2731|20|0|732.0602|0.356|0.018|0.019|1627|114.76
21900332|45|C012|23.34|101.27|1|902.0|0|286.7|0|7500.608|0|0|6493.0559|0|499.132|0|198.2061|996.817|0|0|286.4583|2047.164|0|296.5856|0|0|0|0|0|0|0|0|0|0|0|0|99.82639|0|0|724.8264|0.316|0.042|0.014|1636|114.23
21900460|45|C012|20|100.1|2|591.0|0|904.93|0|7500.357|247.3958|130|4192.7087|0|1501.736|0|112.8472|0|0|0|312.5|1037.3264|0|3333.333|54.97687|0|0|0|0|0|0|0|0|0|0|397.8588|50.63654|0|0|500.5787|0.019|0.016|0.133|1640|110.78
21900464|45|C012|19.48|100.65|1|600.0|0|775.47|0|7503.119|289.3519|110|3378.1828|0|1002.604|0|108.5069|0|0|0|297.9051|1412.037|0|604.7454|49.18982|0|0|0|0|0|0|0|0|0|0|399.3056|50.63654|0|0|499.1319|0.357|0.013|0.019|1635|115.37
21900222|45|C012|13.54|102.21|1|701.0|0|1321.9|0|7501.11|156.25|130|3504.0508|0|999.7106|0|111.4005|0|0|0|286.4583|2404.514|0|896.9908|0|0|0|0|0|0|0|0|0|0|0|402.199|46.29626|0|0|682.8704|0.372|0.019|0.016|1676|108.01
21900486|45|C012|21.71|99.69|1|716.0|0|1080.11|0|7500.357|0|110|3752.8935|0|992.4768|0|111.4005|484.6644|0|0|512.1528|1001.157|0|475.9837|30.38194|0|0|0|0|0|0|0|0|0|0|397.8588|46.2963|0|0|1148.7269|0.015|0.012|0.38|1643|115.55
11900463|45|C011|18.29|104.29|1|4570.0|0|939.37|77.56|3275.6|0|0|4218.7502|0|2628.761|0|201.0995|1579.8612|0|0|290.2894|2437.7898|0|1209.4907|57.87037|0|0|0|0|0|0|0|0|0|0|0|98.37963|20|0|692.9977|0.011|0.305|0.017|1639|108.32
11900603|45|C011|0|108.95|1|585.0|0|1443.1|91.85|14024.24|0|112|3695.02366|0|1504.63|0|0|176.5045|0|0|303.8194|1063.3683|0|2094.9075|49.18981|0|0|0|0|0|0|219.9074|0|0|0|400.7523|52.08334|0|0|557.0023|0.015|0.113|0.009|1645|117.13
21900299|45|C012|21.39|100.17|1|4621.0|0|2648.57|0|15299.02|78.125|103|4172.454|0|1999.421|0|109.9537|1500.289|0|0|329.8611|0|0|0|0|0|0|0|0|0|0|0|0|102.7199|0|400.7523|49.18981|0|0|677.0833|0.381|0.013|0.013|1641|120.44
21900303|45|C012|22.61|101.32|1|60.0|0|987|0|7501.11|0|108|6342.5925|0|1501.736|0|108.507|991.0302|0|0|300.9259|0|0|3304.398|0|0|0|0|0|0|0|0|0|101.2731|0|402.1991|49.18982|0|0|755.2084|0.015862|0.316948|0.012477|1639|115.3
